sentiment_label,sentiment_score,sentiment_polarity,fatigue_total,fatigue_word_density,fatigue_physical,fatigue_mental,fatigue_schedule,fatigue_injury,fatigue_motivation,avg_sentence_len,type_token_ratio,first_person_rate,negation_rate,word_count,llm_fatigue_label,llm_fatigue_confidence,llm_reason,nlp_processed
POSITIVE,0.9957696199417114,0.9958,0,0.0,0,0,0,0,0,14.02,0.2738,0.0541,0.0082,1220,,,,1
POSITIVE,0.3908080458641052,0.3908,0,0.0,0,0,0,0,0,14.49,0.3507,0.0586,0.0104,1058,,,,1
NEGATIVE,0.9341126382350922,-0.9341,2,0.1236,0,0,0,1,1,12.83,0.242,0.0717,0.0107,1591,,,,1
NEGATIVE,0.9953859448432922,-0.9954,0,0.0,0,0,0,0,0,16.54,0.5163,0.0791,0.0,215,,,,1
POSITIVE,0.3288448055585225,0.3288,1,0.0899,0,0,1,0,0,15.69,0.2723,0.0546,0.0073,1098,,,,1
NEGATIVE,0.09226597845554352,-0.0923,6,0.2625,1,0,1,0,4,15.51,0.2031,0.0817,0.0274,2265,,,,1
POSITIVE,0.017025232315063477,0.017,3,0.5671,0,0,0,1,2,9.34,0.3518,0.0956,0.0038,523,,,,1
POSITIVE,0.9155963957309723,0.9156,6,0.3569,1,0,4,0,1,10.53,0.2616,0.0878,0.0078,1674,,,,1
NEGATIVE,0.06881463527679443,-0.0688,2,0.1421,0,0,2,0,0,11.57,0.2556,0.0612,0.0137,1389,,,,1
POSITIVE,0.786613404750824,0.7866,2,0.2532,2,0,0,0,0,9.27,0.335,0.0706,0.0051,779,,,,1
POSITIVE,0.9974342584609985,0.9974,0,0.0,0,0,0,0,0,8.21,0.3639,0.0968,0.0083,599,,,,1
POSITIVE,0.9950371384620667,0.995,3,0.1414,1,0,0,1,1,17.6,0.2486,0.0559,0.0052,2112,,,,1
POSITIVE,0.5496267229318619,0.5496,1,0.0493,1,0,0,0,0,9.4,0.2532,0.0915,0.0143,2022,,,,1
POSITIVE,0.5883143097162247,0.5883,2,0.112,1,0,0,0,1,11.85,0.2587,0.0354,0.0079,1778,,,,1
POSITIVE,0.4948022812604904,0.4948,3,0.2481,0,0,1,1,1,12.49,0.3142,0.0421,0.011,1187,,,,1
POSITIVE,0.9338151216506958,0.9338,4,0.2222,2,0,2,0,0,14.04,0.2426,0.0774,0.0083,1797,,,,1
NEGATIVE,0.005693644285202026,-0.0057,1,0.2066,0,0,1,0,0,12.63,0.375,0.0833,0.0042,480,,,,1
POSITIVE,0.3339854081471761,0.334,0,0.0,0,0,0,0,0,13.17,0.286,0.075,0.0099,1014,,,,1
POSITIVE,0.9983478635549545,0.9983,3,0.1881,2,0,0,0,1,12.79,0.2711,0.0536,0.0088,1586,,,,1
NEGATIVE,0.7169904708862305,-0.717,1,0.2591,1,0,0,0,0,7.15,0.4327,0.0607,0.0106,379,,,,1
POSITIVE,0.49914494156837463,0.4991,3,0.1481,1,0,0,2,0,15.08,0.2592,0.0673,0.0045,2006,,,,1
POSITIVE,0.9981722682714462,0.9982,1,0.043,0,0,0,0,1,8.62,0.2342,0.0641,0.0056,2310,,,,1
NEGATIVE,0.20868118604024252,-0.2087,0,0.0,0,0,0,0,0,10.54,0.3071,0.0774,0.0112,801,,,,1
POSITIVE,0.3551921248435974,0.3552,1,0.0989,1,0,0,0,0,10.73,0.3196,0.0962,0.011,998,,,,1
POSITIVE,0.9604019075632095,0.9604,5,0.2085,1,0,1,3,0,14.36,0.2584,0.0835,0.0084,2384,,,,1
POSITIVE,0.8802050054073334,0.8802,1,0.081,0,0,0,0,1,16.51,0.2709,0.0966,0.009,1222,,,,1
POSITIVE,0.8437317609786987,0.8437,3,0.1129,0,0,0,2,1,9.15,0.2398,0.0838,0.011,2636,,,,1
POSITIVE,0.9544986635446548,0.9545,5,0.3268,4,0,0,0,1,17.38,0.2381,0.0785,0.0085,1529,,,,1
POSITIVE,0.998843252658844,0.9988,1,0.0384,0,0,0,0,1,12.88,0.1953,0.0629,0.0047,2576,,,,1
NEGATIVE,0.4714544713497162,-0.4715,5,0.2796,1,1,1,1,1,13.04,0.2475,0.075,0.0141,1774,,,,1
POSITIVE,0.9965852499008179,0.9966,2,0.5831,1,0,0,1,0,7.17,0.4362,0.1068,0.0148,337,,,,1
POSITIVE,0.9923358857631683,0.9923,2,0.0875,0,0,0,0,2,8.91,0.2469,0.0722,0.0057,2272,,,,1
POSITIVE,0.5103092342615128,0.5103,2,0.1461,0,0,2,0,0,14.27,0.2847,0.0524,0.0029,1356,,,,1
POSITIVE,0.9543473720550537,0.9543,0,0.0,0,0,0,0,0,9.33,0.4414,0.0648,0.0,401,,,,1
POSITIVE,0.9834484457969666,0.9834,2,0.145,0,0,1,0,1,7.46,0.2784,0.0627,0.0087,1372,,,,1
POSITIVE,0.9946519434452057,0.9947,0,0.0,0,0,0,0,0,12.18,0.3346,0.0694,0.0013,792,,,,1
POSITIVE,0.5103442221879959,0.5103,3,0.0991,0,0,0,0,3,14.83,0.2129,0.0654,0.006,3011,,,,1
POSITIVE,0.9875339865684509,0.9875,0,0.0,0,0,0,0,0,11.48,0.3527,0.1107,0.0097,723,,,,1
NEGATIVE,0.0751362293958664,-0.0751,4,0.092,0,0,0,2,2,9.85,0.1883,0.0914,0.0141,4323,,,,1
POSITIVE,0.49918320775032043,0.4992,5,0.3701,1,0,0,3,1,13.21,0.3215,0.0846,0.0082,1347,,,,1
POSITIVE,0.9960666000843048,0.9961,12,0.5923,1,0,0,2,9,16.11,0.211,0.075,0.0209,2014,,,,1
POSITIVE,0.9998301565647125,0.9998,0,0.0,0,0,0,0,0,9.49,0.3149,0.0797,0.0027,740,,,,1
POSITIVE,0.4160599708557129,0.4161,7,0.3245,1,0,2,1,3,12.47,0.2224,0.0783,0.014,2145,,,,1
POSITIVE,0.9959302842617035,0.9959,1,0.1704,0,0,0,1,0,10.32,0.4133,0.0731,0.0051,588,,,,1
POSITIVE,0.9976359307765961,0.9976,0,0.0,0,0,0,0,0,18.15,0.2174,0.068,0.0033,2396,,,,1
POSITIVE,0.988875170548757,0.9889,4,0.3752,1,0,0,2,1,14.32,0.2792,0.0858,0.0094,1060,,,,1
NEGATIVE,0.3816341757774353,-0.3816,7,0.2851,2,0,2,1,2,14.0,0.2172,0.0442,0.0058,2422,,,,1
POSITIVE,0.9993670284748077,0.9994,0,0.0,0,0,0,0,0,8.69,0.4027,0.0796,0.0088,452,,,,1
POSITIVE,0.31952913602193195,0.3195,4,0.3442,3,0,0,1,0,11.96,0.3328,0.0671,0.0061,1148,,,,1
POSITIVE,0.9993800222873688,0.9994,1,0.2342,0,0,1,0,0,8.25,0.4038,0.0903,0.0024,421,,,,1
POSITIVE,0.8974026143550873,0.8974,8,0.2536,3,0,2,2,1,18.75,0.204,0.076,0.0057,3132,,,,1
POSITIVE,0.9986077845096588,0.9986,2,0.0611,0,0,0,1,1,17.73,0.2015,0.0641,0.0046,3245,,,,1
POSITIVE,0.9986797273159027,0.9987,18,0.8182,2,0,0,7,9,11.26,0.2066,0.0681,0.0175,2173,,,,1
POSITIVE,0.45395106077194214,0.454,1,0.0526,0,0,0,0,1,10.26,0.2322,0.0761,0.0106,1878,,,,1
POSITIVE,0.9760204702615738,0.976,1,0.0737,0,0,1,0,0,13.32,0.2465,0.0876,0.0059,1359,,,,1
POSITIVE,0.5456094443798065,0.5456,3,0.1411,0,0,0,2,1,10.9,0.26,0.0817,0.01,2104,,,,1
POSITIVE,0.501259446144104,0.5013,0,0.0,0,0,0,0,0,12.6,0.2399,0.0556,0.0093,2268,,,,1
POSITIVE,0.986357718706131,0.9864,2,0.4264,0,0,2,0,0,7.95,0.3839,0.0803,0.0087,461,,,,1
NEGATIVE,0.4726373851299286,-0.4726,0,0.0,0,0,0,0,0,15.69,0.2757,0.0877,0.0157,1208,,,,1
POSITIVE,0.36627158522605896,0.3663,2,0.1359,0,0,0,1,1,14.74,0.2892,0.0795,0.0082,1459,,,,1
POSITIVE,0.049554601311683655,0.0496,7,0.378,0,0,1,5,1,16.41,0.2176,0.0811,0.0125,1838,,,,1
POSITIVE,0.9996449947357178,0.9996,0,0.0,0,0,0,0,0,23.67,0.6761,0.0986,0.0141,71,,,,1
POSITIVE,0.3407847285270691,0.3408,3,0.3106,0,0,1,2,0,14.89,0.319,0.086,0.0094,953,,,,1
POSITIVE,0.021169587969779968,0.0212,1,0.0498,0,0,0,0,1,16.77,0.2189,0.0787,0.011,1996,,,,1
POSITIVE,0.9879190027713776,0.9879,1,0.0597,0,0,1,0,0,13.88,0.2527,0.0642,0.0036,1666,,,,1
POSITIVE,0.99600850045681,0.996,5,0.3163,0,0,5,0,0,11.34,0.2505,0.076,0.0141,1565,,,,1
NEGATIVE,0.03264331817626953,-0.0326,8,0.2922,1,0,2,1,4,14.93,0.2076,0.102,0.0063,2717,,,,1
POSITIVE,0.9921030253171921,0.9921,1,0.0634,1,0,0,0,0,15.14,0.2617,0.0629,0.0032,1559,,,,1
POSITIVE,0.9959620833396912,0.996,0,0.0,0,0,0,0,0,16.81,0.4126,0.0855,0.0074,269,,,,1
POSITIVE,0.9627867937088013,0.9628,7,0.6239,0,0,0,4,3,12.49,0.298,0.0569,0.016,1124,,,,1
POSITIVE,0.9780628979206085,0.9781,12,0.8975,0,0,4,7,1,12.62,0.2589,0.0785,0.0181,1325,,,,1
POSITIVE,0.9981942772865295,0.9982,0,0.0,0,0,0,0,0,13.33,0.6,0.0833,0.0,120,,,,1
NEGATIVE,0.9852204918861389,-0.9852,5,0.4219,0,0,1,2,2,12.07,0.2519,0.0786,0.0068,1171,,,,1
POSITIVE,0.9955273270606995,0.9955,0,0.0,0,0,0,0,0,12.29,0.3114,0.0904,0.0052,774,,,,1
POSITIVE,0.9211470931768417,0.9211,5,0.3418,0,0,2,2,1,11.17,0.2853,0.0846,0.0091,1430,,,,1
POSITIVE,0.9981808364391327,0.9982,2,0.3185,0,0,0,2,0,10.13,0.3495,0.0744,0.0113,618,,,,1
POSITIVE,0.3283769488334656,0.3284,2,0.186,0,0,2,0,0,20.54,0.3081,0.0768,0.0056,1068,,,,1
NEGATIVE,0.33306382099787396,-0.3331,0,0.0,0,0,0,0,0,10.69,0.3165,0.0586,0.0154,973,,,,1
NEGATIVE,0.9955610831578573,-0.9956,1,0.1217,0,0,0,1,0,9.47,0.3714,0.0547,0.0062,805,,,,1
POSITIVE,0.30712467432022095,0.3071,1,0.0855,0,0,1,0,0,15.7,0.327,0.0473,0.0077,1162,,,,1
POSITIVE,0.9883714318275452,0.9884,4,1.0283,0,0,3,1,0,13.93,0.4309,0.1117,0.0,376,,,,1
POSITIVE,0.9980818629264832,0.9981,0,0.0,0,0,0,0,0,9.15,0.4038,0.0831,0.0071,421,,,,1
POSITIVE,0.04805026948451996,0.0481,0,0.0,0,0,0,0,0,12.52,0.274,0.0727,0.0208,1252,,,,1
POSITIVE,0.9959343671798706,0.9959,1,0.1274,0,0,1,0,0,14.44,0.3192,0.0551,0.0064,780,,,,1
POSITIVE,0.5070209950208664,0.507,0,0.0,0,0,0,0,0,12.45,0.2885,0.0861,0.0057,1220,,,,1
POSITIVE,0.9584956169128418,0.9585,7,0.3848,0,0,0,6,1,10.82,0.2398,0.0814,0.0099,1818,,,,1
POSITIVE,0.9998705387115479,0.9999,0,0.0,0,0,0,0,0,8.67,0.75,0.0385,0.0,52,,,,1
NEGATIVE,0.5069067180156708,-0.5069,2,0.146,1,0,0,0,1,11.4,0.2749,0.0663,0.0118,1357,,,,1
POSITIVE,0.9964444041252136,0.9964,0,0.0,0,0,0,0,0,12.14,0.6118,0.0941,0.0,85,,,,1
POSITIVE,0.9992626309394836,0.9993,0,0.0,0,0,0,0,0,10.56,0.5895,0.0526,0.0,95,,,,1
POSITIVE,0.9993672966957092,0.9994,0,0.0,0,0,0,0,0,11.29,0.6456,0.0506,0.0,79,,,,1
POSITIVE,0.9954213897387186,0.9954,1,0.1089,0,0,1,0,0,16.78,0.3322,0.0629,0.0077,906,,,,1
POSITIVE,0.9990803201993307,0.9991,2,0.2304,0,0,2,0,0,11.37,0.3341,0.075,0.0059,853,,,,1
NEGATIVE,0.36368104815483093,-0.3637,4,0.2653,2,0,2,0,0,13.1,0.2539,0.0576,0.0141,1493,,,,1
POSITIVE,0.2819637656211853,0.282,4,0.3941,0,0,0,4,0,17.31,0.2928,0.0867,0.01,1004,,,,1
POSITIVE,0.02262839674949646,0.0226,1,0.1462,0,0,0,0,1,11.02,0.3839,0.067,0.0134,672,,,,1
NEGATIVE,0.9574809521436691,-0.9575,1,0.0471,0,0,0,1,0,16.67,0.1842,0.0671,0.0243,2101,,,,1
NEGATIVE,0.35233548283576965,-0.3523,3,0.1633,0,0,0,0,3,16.12,0.2305,0.0719,0.0077,1822,,,,1
NEGATIVE,0.9982701241970062,-0.9983,0,0.0,0,0,0,0,0,10.29,0.3394,0.0946,0.022,772,,,,1
POSITIVE,0.4717288762331009,0.4717,11,0.7079,0,0,1,8,2,13.32,0.2414,0.0926,0.0104,1545,,,,1
POSITIVE,0.9989104270935059,0.9989,0,0.0,0,0,0,0,0,13.57,0.7053,0.0842,0.0105,95,,,,1
POSITIVE,0.43350501358509064,0.4335,9,0.4371,3,0,2,2,2,13.39,0.2383,0.0722,0.0177,2035,,,,1
POSITIVE,0.9945802092552185,0.9946,1,0.2674,0,0,0,1,0,12.9,0.4064,0.1096,0.0053,374,,,,1
NEGATIVE,0.3277976115544637,-0.3278,4,0.4044,0,0,0,3,1,10.15,0.306,0.0924,0.0154,974,,,,1
POSITIVE,0.997797429561615,0.9978,1,0.135,0,0,1,0,0,9.88,0.3133,0.078,0.0068,731,,,,1
POSITIVE,0.9500883966684341,0.9501,1,0.0659,1,0,0,0,0,9.79,0.248,0.0663,0.0133,1508,,,,1
POSITIVE,0.9998711347579956,0.9999,0,0.0,0,0,0,0,0,5.38,0.7442,0.0698,0.0,43,,,,1
POSITIVE,0.877181887626648,0.8772,3,0.1869,2,0,1,0,0,11.64,0.2577,0.072,0.0063,1583,,,,1
POSITIVE,0.9987246990203857,0.9987,2,0.3344,0,0,2,0,0,9.82,0.3684,0.0526,0.0085,589,,,,1
POSITIVE,0.9911903142929077,0.9912,0,0.0,0,0,0,0,0,11.38,0.6703,0.0879,0.011,91,,,,1
POSITIVE,0.9995174407958984,0.9995,1,0.3077,1,0,0,0,0,9.76,0.4193,0.059,0.0031,322,,,,1
POSITIVE,0.9997748732566833,0.9998,1,0.9804,0,0,1,0,0,11.44,0.6699,0.0874,0.0097,103,,,,1
POSITIVE,0.9973844885826111,0.9974,0,0.0,0,0,0,0,0,16.43,0.5391,0.0522,0.0,115,,,,1
POSITIVE,0.9825522303581238,0.9826,3,0.3538,1,0,1,0,1,10.83,0.3309,0.0671,0.0036,834,,,,1
POSITIVE,0.48864999413490295,0.4886,0,0.0,0,0,0,0,0,11.83,0.2899,0.0676,0.0105,1242,,,,1
POSITIVE,0.9994860887527466,0.9995,1,1.2048,1,0,0,0,0,20.5,0.6341,0.0854,0.0122,82,,,,1
NEGATIVE,0.9521771272023519,-0.9522,2,0.2183,0,0,2,0,0,20.18,0.3062,0.0584,0.0077,908,,,,1
NEGATIVE,0.9755957126617432,-0.9756,0,0.0,0,0,0,0,0,15.12,0.4959,0.124,0.0083,121,,,,1
POSITIVE,0.9730809330940247,0.9731,0,0.0,0,0,0,0,0,14.3,0.2805,0.0929,0.0035,1130,,,,1
POSITIVE,0.00783500075340271,0.0078,1,0.1493,0,0,0,0,1,10.4,0.3618,0.0809,0.0198,655,,,,1
POSITIVE,0.9995145797729492,0.9995,0,0.0,0,0,0,0,0,7.0,0.7143,0.0714,0.0,56,,,,1
NEGATIVE,0.9855746626853943,-0.9856,1,0.2119,0,0,1,0,0,9.62,0.461,0.0693,0.0108,462,,,,1
POSITIVE,0.9972136318683624,0.9972,3,0.4983,0,0,3,0,0,14.8,0.3193,0.1115,0.0034,592,,,,1
POSITIVE,0.999158243338267,0.9992,1,0.096,0,0,0,0,1,10.92,0.2874,0.0714,0.0087,1037,,,,1
POSITIVE,0.5878157168626785,0.5878,12,0.6838,4,0,5,2,1,12.31,0.2297,0.0702,0.011,1724,,,,1
NEGATIVE,0.25845356782277423,-0.2585,1,0.1142,0,0,0,0,1,14.5,0.3287,0.0678,0.0103,870,,,,1
POSITIVE,0.47043921053409576,0.4704,4,0.1821,1,0,3,0,0,15.79,0.2281,0.0698,0.005,2179,,,,1
POSITIVE,0.9894851644833883,0.9895,0,0.0,0,0,0,0,0,15.7,0.2741,0.0734,0.0106,1036,,,,1
POSITIVE,0.9995063543319702,0.9995,1,0.8621,0,0,0,1,0,11.5,0.6087,0.0522,0.0174,115,,,,1
POSITIVE,0.9970943629741669,0.9971,2,0.0939,0,0,2,0,0,13.27,0.2408,0.0521,0.009,2110,,,,1
POSITIVE,0.9963717460632324,0.9964,2,0.3284,1,0,1,0,0,16.69,0.3444,0.0899,0.0116,601,,,,1
POSITIVE,0.9998434782028198,0.9998,1,1.0309,0,0,0,1,0,16.0,0.6562,0.0417,0.0,96,,,,1
POSITIVE,0.9331904649734497,0.9332,1,0.1462,0,0,1,0,0,17.71,0.3462,0.049,0.0059,673,,,,1
POSITIVE,0.9969724118709564,0.997,0,0.0,0,0,0,0,0,13.62,0.313,0.0693,0.0125,722,,,,1
POSITIVE,0.9962319135665894,0.9962,2,0.3063,0,0,0,1,1,14.02,0.3674,0.0822,0.0078,645,,,,1
NEGATIVE,0.9527017076810201,-0.9527,1,0.114,0,0,0,0,1,12.18,0.3399,0.0867,0.0092,865,,,,1
POSITIVE,0.9391109943389893,0.9391,4,0.8247,0,0,0,3,1,20.83,0.3925,0.0731,0.0104,479,,,,1
POSITIVE,0.9940324425697327,0.994,1,0.5952,0,0,0,1,0,12.77,0.5663,0.0964,0.0241,166,,,,1
POSITIVE,0.9954101145267487,0.9954,1,0.0783,0,0,0,0,1,15.07,0.2812,0.0766,0.0087,1266,,,,1
POSITIVE,0.9954101145267487,0.9954,1,0.0783,0,0,0,0,1,15.07,0.2812,0.0766,0.0087,1266,,,,1
POSITIVE,0.49268922209739685,0.4927,4,0.2128,0,0,1,0,3,16.56,0.2795,0.0502,0.0102,1871,,,,1
POSITIVE,0.99944669008255,0.9994,0,0.0,0,0,0,0,0,15.14,0.5566,0.066,0.0189,106,,,,1
POSITIVE,0.9983285069465637,0.9983,2,0.266,0,0,1,0,1,11.27,0.3253,0.0833,0.0108,744,,,,1
POSITIVE,0.9771137237548828,0.9771,1,0.1733,0,0,1,0,0,11.94,0.4014,0.0628,0.0087,573,,,,1
POSITIVE,0.7664539813995361,0.7665,1,0.8772,0,0,1,0,0,13.62,0.6055,0.055,0.0,109,,,,1
POSITIVE,0.49972429871559143,0.4997,1,0.0456,0,0,0,0,1,14.49,0.2413,0.069,0.0078,2188,,,,1
NEGATIVE,0.047604501247406006,-0.0476,0,0.0,0,0,0,0,0,13.0,0.4299,0.0905,0.009,442,,,,1
POSITIVE,0.9990930755933126,0.9991,1,0.1044,0,0,1,0,0,10.77,0.2647,0.063,0.0096,937,,,,1
POSITIVE,0.9976289669672648,0.9976,1,0.0883,0,0,0,1,0,13.0,0.2657,0.0805,0.0009,1118,,,,1
POSITIVE,0.9932923913002014,0.9933,2,0.2169,1,0,1,0,0,11.54,0.3402,0.0661,0.0076,923,,,,1
POSITIVE,0.11129914224147797,0.1113,1,0.063,0,0,1,0,0,12.94,0.2797,0.0856,0.0115,1566,,,,1
POSITIVE,0.9983695149421692,0.9984,1,0.3559,0,0,1,0,0,9.59,0.4101,0.0827,0.0036,278,,,,1
POSITIVE,0.9742047190666199,0.9742,1,0.4762,0,0,1,0,0,17.17,0.5291,0.068,0.0049,206,,,,1
POSITIVE,0.5355193316936493,0.5355,4,0.1472,1,0,3,0,0,12.21,0.215,0.0752,0.0119,2698,,,,1
POSITIVE,0.9430443247159322,0.943,1,0.106,0,0,1,0,0,15.68,0.3358,0.0691,0.0053,941,,,,1
POSITIVE,0.9979771077632904,0.998,0,0.0,0,0,0,0,0,10.72,0.3831,0.0732,0.0057,697,,,,1
NEGATIVE,0.9961163997650146,-0.9961,0,0.0,0,0,0,0,0,13.78,0.4758,0.1129,0.0363,248,,,,1
POSITIVE,0.125380277633667,0.1254,2,0.0797,0,0,1,0,1,15.4,0.1972,0.089,0.0056,2495,,,,1
NEGATIVE,0.44942979514598846,-0.4494,4,0.1686,2,0,1,0,1,14.7,0.2016,0.0778,0.0203,2366,,,,1
POSITIVE,0.9985478520393372,0.9985,1,0.2075,0,0,1,0,0,15.32,0.4,0.0568,0.0063,475,,,,1
POSITIVE,0.9788459837436676,0.9788,3,0.1579,0,0,0,2,1,10.0,0.2543,0.0909,0.0102,1860,,,,1
POSITIVE,0.981497049331665,0.9815,3,0.3979,1,1,0,1,0,8.0,0.3199,0.0793,0.0188,744,,,,1
POSITIVE,0.5045373290777206,0.5045,3,0.2058,1,0,0,2,0,9.3,0.2732,0.0687,0.0111,1442,,,,1
POSITIVE,0.9994851350784302,0.9995,0,0.0,0,0,0,0,0,13.2,0.697,0.0758,0.0152,66,,,,1
POSITIVE,0.9979520291090012,0.998,0,0.0,0,0,0,0,0,18.66,0.2712,0.0701,0.0025,1213,,,,1
POSITIVE,0.5140519142150879,0.5141,0,0.0,0,0,0,0,0,15.93,0.2898,0.0553,0.005,1211,,,,1
POSITIVE,0.999473512172699,0.9995,0,0.0,0,0,0,0,0,16.6,0.506,0.0783,0.0,166,,,,1
POSITIVE,0.9952463507652283,0.9952,2,0.3752,1,0,1,0,0,11.19,0.4087,0.0703,0.0076,526,,,,1
POSITIVE,0.9985889792442322,0.9986,0,0.0,0,0,0,0,0,9.5,0.7895,0.1053,0.0263,38,,,,1
POSITIVE,0.9875617027282715,0.9876,0,0.0,0,0,0,0,0,15.67,0.5816,0.0709,0.0071,141,,,,1
POSITIVE,0.0003210306167602539,0.0003,0,0.0,0,0,0,0,0,10.71,0.3645,0.0797,0.0068,439,,,,1
POSITIVE,0.9345038334528605,0.9345,0,0.0,0,0,0,0,0,12.24,0.3078,0.0837,0.007,1004,,,,1
POSITIVE,0.9975361526012421,0.9975,1,0.1326,0,0,0,1,0,11.13,0.3539,0.071,0.0067,746,,,,1
POSITIVE,0.957096666097641,0.9571,2,0.4866,1,0,1,0,0,11.68,0.3652,0.073,0.0202,397,,,,1
POSITIVE,0.08961471915245056,0.0896,0,0.0,0,0,0,0,0,12.43,0.3609,0.0348,0.0,460,,,,1
POSITIVE,0.9992637038230896,0.9993,0,0.0,0,0,0,0,0,10.58,0.4528,0.0709,0.0197,254,,,,1
POSITIVE,0.9236868321895599,0.9237,1,0.1287,0,0,1,0,0,8.92,0.3611,0.0782,0.0078,767,,,,1
POSITIVE,0.5028801560401917,0.5029,4,0.2606,0,0,3,1,0,11.9,0.2843,0.0565,0.0072,1523,,,,1
POSITIVE,0.9991405804951986,0.9991,1,0.1127,0,0,0,0,1,9.43,0.3088,0.0541,0.0104,868,,,,1
POSITIVE,0.5195740908384323,0.5196,1,0.0679,0,0,0,1,0,12.31,0.2466,0.0964,0.0103,1452,,,,1
POSITIVE,0.9957257707913717,0.9957,1,0.0851,0,0,0,1,0,14.54,0.2803,0.0576,0.006,1163,,,,1
POSITIVE,0.9462957978248596,0.9463,4,0.4255,1,0,0,0,3,12.29,0.3276,0.0685,0.0161,934,,,,1
POSITIVE,0.9996906220912933,0.9997,4,0.8734,0,0,0,3,1,15.52,0.3822,0.0689,0.0044,450,,,,1
POSITIVE,0.00080069899559021,0.0008,0,0.0,0,0,0,0,0,16.8,0.3595,0.0786,0.0071,420,,,,1
POSITIVE,0.4924655109643936,0.4925,0,0.0,0,0,0,0,0,14.47,0.2535,0.0955,0.0072,1519,,,,1
POSITIVE,0.5679489523172379,0.5679,2,0.0914,0,0,2,0,0,15.3,0.2256,0.0815,0.0041,2172,,,,1
POSITIVE,0.9888137727975845,0.9888,3,0.2366,0,0,0,0,3,14.63,0.314,0.066,0.0056,1258,,,,1
POSITIVE,0.9913157224655151,0.9913,1,0.4975,0,0,1,0,0,14.29,0.57,0.075,0.0,200,,,,1
POSITIVE,0.5107719898223877,0.5108,6,0.2528,0,0,1,4,1,14.81,0.2119,0.0882,0.0084,2369,,,,1
POSITIVE,0.01524941623210907,0.0152,0,0.0,0,0,0,0,0,13.55,0.2574,0.0782,0.0076,1585,,,,1
POSITIVE,0.9928758144378662,0.9929,0,0.0,0,0,0,0,0,14.36,0.3955,0.0796,0.0025,402,,,,1
POSITIVE,0.9932224750518799,0.9932,0,0.0,0,0,0,0,0,10.38,0.2817,0.0587,0.0083,1090,,,,1
POSITIVE,0.3326660593350728,0.3327,2,0.1736,1,0,1,0,0,12.31,0.3109,0.0777,0.0044,1145,,,,1
POSITIVE,0.35308848321437836,0.3531,3,0.1538,0,0,1,0,2,12.84,0.2394,0.0779,0.0099,1926,,,,1
POSITIVE,0.9991636276245117,0.9992,0,0.0,0,0,0,0,0,11.28,0.4067,0.0612,0.0031,327,,,,1
POSITIVE,0.1503736525774002,0.1504,16,0.5227,4,0,4,3,5,11.72,0.1966,0.0692,0.0197,3047,,,,1
POSITIVE,0.9924033582210541,0.9924,4,0.5682,0,0,3,0,1,15.33,0.3489,0.0525,0.0071,705,,,,1
POSITIVE,0.05340518057346344,0.0534,2,0.0724,0,0,1,0,1,14.5,0.2022,0.0734,0.0088,2740,,,,1
POSITIVE,0.46903467178344727,0.469,5,0.2024,2,0,2,1,0,13.21,0.2005,0.0798,0.0147,2444,,,,1
POSITIVE,0.3178396026293437,0.3178,2,0.1823,0,0,1,0,1,12.73,0.3059,0.0619,0.012,1082,,,,1
POSITIVE,0.33915044864018756,0.3392,0,0.0,0,0,0,0,0,11.34,0.2986,0.0741,0.01,998,,,,1
POSITIVE,0.9998249411582947,0.9998,0,0.0,0,0,0,0,0,8.79,0.5691,0.0732,0.0,123,,,,1
POSITIVE,0.9803668558597565,0.9804,2,0.4751,0,0,0,2,0,10.2,0.4211,0.055,0.0,418,,,,1
POSITIVE,0.9996758699417114,0.9997,0,0.0,0,0,0,0,0,15.6,0.7179,0.0769,0.0,78,,,,1
NEGATIVE,0.7703831990559896,-0.7704,18,1.9694,0,0,0,16,2,15.31,0.3355,0.0775,0.0188,903,,,,1
POSITIVE,0.967734083533287,0.9677,2,0.1569,1,0,1,0,0,14.51,0.2995,0.0832,0.0087,1262,,,,1
POSITIVE,0.9996805191040039,0.9997,0,0.0,0,0,0,0,0,11.12,0.618,0.1348,0.0,89,,,,1
NEGATIVE,0.003913819789886475,-0.0039,3,0.5769,0,0,1,0,2,11.84,0.389,0.0648,0.0138,509,,,,1
POSITIVE,0.9975923001766205,0.9976,1,0.2387,1,0,0,0,0,10.05,0.4029,0.0825,0.0073,412,,,,1
POSITIVE,0.48806555569171906,0.4881,5,0.3618,0,0,1,0,4,13.37,0.2793,0.0785,0.0363,1350,,,,1
POSITIVE,0.4928327649831772,0.4928,0,0.0,0,0,0,0,0,14.82,0.2058,0.0979,0.0082,2697,,,,1
POSITIVE,0.9991844296455383,0.9992,0,0.0,0,0,0,0,0,14.06,0.5333,0.0533,0.0044,225,,,,1
POSITIVE,0.49757978320121765,0.4976,1,0.0487,0,0,0,0,1,17.63,0.245,0.0714,0.0029,2045,,,,1
POSITIVE,0.9862558990716934,0.9863,1,0.0758,0,0,1,0,0,14.56,0.3287,0.0424,0.0123,1296,,,,1
POSITIVE,0.5050293952226639,0.505,6,0.4886,1,0,3,0,2,14.55,0.2864,0.0646,0.0139,1222,,,,1
POSITIVE,0.33800824483235675,0.338,13,1.4115,0,0,0,13,0,13.85,0.2549,0.0832,0.0131,914,,,,1
